Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
havo,Comenius Lyceum Amsterdam - v.a. havo,IVKO - v.a. vmbo-t,Hervormd Lyceum Zuid - v.a. havo,Calandlyceum - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - v.a. vmbo-t,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Het Amsterdams Lyceum - vwo,Spring High - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,De nieuwe Havo - v.a. havo,Marcanti College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,CSB - Kansrijk HAVO - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Xplore - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Calandlyceum - havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Spinoza20first - v.a. vmbo-t,Fons Vitae Lyceum - vwo,Mundus College - v.a. vmbo-b,Panta Rhei - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Wellantcollege Sloten - v.a. vmbo-b,Spinoza Lyceum - v.a. havo,Over-Y - havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza Lyceum - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Calandlyceum - havo/vwo,Mediacollege Amsterdam - v.a. vmbo-b,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,IVKO - v.a. havo,Geert Groote College - v.a. vmbo-t,Fons Vitae Lyceum - vwo,CSB - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Calandlyceum - Technasium - havo/vwo,Montessori Lyceum Amsterdam - vwo,Bredero Beroepscollege - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Open Schoolgemeenschap Bijlmer - vmbo-k,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Mundus College - vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - v.a. havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,DENISE - Denise TL - v.a. vmbo-t,Spring High - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Sweelinck College - v.a. vmbo-t,College De Meer - v.a. vmbo-b,Hervormd Lyceum West - v.a. havo,De Amsterdamse MAVO - v.a. vmbo-t,Kiem Montessori - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Mediacollege Amsterdam - vmbo-t,DENISE - Denise Havo - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Clusius College - Kansrijk Kader - vmbo-b/k,CSB - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Mediacollege Amsterdam - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Vox College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Alasca - v.a. havo,Calvijn College - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,CSB - Kansrijk VWO - havo/vwo,Calvijn College - v.a. vmbo-b,Hervormd Lyceum West - v.a. vmbo-t,Vox College - v.a. vmbo-t,Geert Groote College - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - vwo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Geert Groote College - v.a. havo,Fons Vitae Lyceum - vwo,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Pieter Nieuwland College - plus - vwo,Cornelius Haga Lyceum - vwo,Hyperion Lyceum - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Spinoza Lyceum - v.a. havo,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - vwo,College De Meer - v.a. vmbo-b,Huygens College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium vwo - vwo,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Montessori Lyceum Amsterdam - Gymnasium - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,DENISE - Denise VWO - vwo,Wellantcollege Sloten - vmbo-t,Xplore - v.a. vmbo-t,Lumion - Kansrijk VWO - havo/vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,College De Meer - v.a. vmbo-b,Clusius College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Technasium - vwo,Ignatiusgymnasium - vwo,Sweelinck College - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Het 4e Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,IVKO - v.a. havo,Cartesius Lyceum - vwo,Wellantcollege Linnaeus - v.a. vmbo-b,Clusius College - Kansrijk Kader - vmbo-b/k,Cornelius Haga Lyceum - v.a. havo,Comenius Lyceum Amsterdam - vwo,Geert Groote College - Kansrijk VWO - havo/vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Calandlyceum - havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Bredero Mavo - v.a. vmbo-t,Calandlyceum - vwo,Geert Groote College - vwo,Cartesius Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Berlage Lyceum - Tweetalig - v.a. havo,SvPO Amsterdam - vwo,Marcanti College - vmbo-k,Calandlyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Comenius Lyceum Amsterdam - v.a. havo,Kiem Montessori - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Lumion - vwo,Calvijn College - v.a. vmbo-b,Berlage Lyceum - Tweetalig - vwo,Vox College - Kansrijk VWO - havo/vwo,St. Nicolaaslyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Marcanti College - v.a. vmbo-b,Pieter Nieuwland College - vwo,IVKO - Kansrijk HAVO - vmbo-t/havo,Marcanti College - v.a. vmbo-t,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Lumion - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Spinoza Lyceum - Muziekplus - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Marcanti College - vwo,Spinoza Lyceum - Gymnasium - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,SvPO Amsterdam - vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Calandlyceum - havo,IVKO - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Technasium vwo - vwo,CSB - Kansrijk VWO - havo/vwo,SvPO Amsterdam - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Over-Y - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,SvPO Amsterdam - v.a. havo,Vox College - v.a. vmbo-t,Damstede - vwo,Calandlyceum - havo/vwo,College De Meer - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Havo de Hof - v.a. havo,Fons Vitae Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Geert Groote College - v.a. havo,Fons Vitae Lyceum - vwo,Mediacollege Amsterdam - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,De Amsterdamse MAVO - v.a. vmbo-t,Gerrit van der Veen College - kunst+klas  - v.a. havo,Kiem Montessori - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,SvPO Amsterdam - vwo,Calandlyceum - Technasium - havo/vwo,Cornelius Haga Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Cartesius Lyceum - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Pieter Nieuwland College - vwo,Over-Y - v.a. vmbo-t,Bindelmeer College - v.a. vmbo-b,SvPO Amsterdam - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Comenius Lyceum Amsterdam - v.a. havo,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,IVKO - DAMU - v.a. vmbo-t,Spinoza Lyceum - vwo,Mundus College - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - LOOT - v.a. vmbo-t,Hervormd Lyceum Zuid - Universalis - vwo,CSB - v.a. vmbo-t,Vox College - v.a. havo,CSB - Kansrijk VWO - havo/vwo,Cygnus gymnasium - vwo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Bredero Beroepscollege - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spring High - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Hyperion Lyceum - vwo,Het 4e Gymnasium - vwo,St. Nicolaaslyceum - vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Damstede - v.a. havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Cygnus gymnasium - vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Mundus College - vmbo-t,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Hervormd Lyceum West - Tweetalig - v.a. havo,Lumion - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - vwo,Bredero Mavo - v.a. vmbo-t,Vossius Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Over-Y - havo,Barlaeus Gymnasium - vwo,Hervormd Lyceum West - Tweetalig - vwo,Havo de Hof - v.a. havo,Calandlyceum - Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Damstede - v.a. havo,DENISE - Denise VWO - vwo,CSB - Kansrijk VWO - havo/vwo,Marcanti College - vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Vinse School - v.a. vmbo-t,Montessori Lyceum Amsterdam - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Over-Y - v.a. vmbo-t,Marcanti College - vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,SvPO Amsterdam - Kansrijk VWO - havo/vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,IJburg College - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - v.a. havo,Berlage Lyceum - Tweetalig - vwo,Vox College - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Cburg College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Lumion - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Spinoza Lyceum - Gymnasium - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Calandlyceum - havo,Hervormd Lyceum Zuid - Universalis - vwo,Clusius College - Kansrijk Kader - vmbo-b/k,CSB - v.a. vmbo-t,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Bredero Beroepscollege - v.a. vmbo-b,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Marcanti College - v.a. vmbo-t,IVKO - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Wellantcollege Sloten - vmbo-t,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Marcanti College - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - vmbo-t,Hervormd Lyceum Zuid - vwo,Wellantcollege Sloten - v.a. vmbo-b,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Marcanti College - vmbo-k,Calandlyceum - vwo,Lumion - Kansrijk VWO - havo/vwo,Hervormd Lyceum Zuid - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vwo,Mediacollege Amsterdam - vmbo-k,Het Amsterdams Lyceum - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Montessori Lyceum Oostpoort - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Cornelius Haga Lyceum - v.a. havo,Bredero Mavo - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Cartesius Lyceum - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,Huygens College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza Lyceum - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Barlaeus Gymnasium - vwo,Lumion - v.a. havo,Vox College - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Alasca - v.a. havo,DENISE - Denise VWO - vwo,Spinoza Lyceum - v.a. vmbo-t,Calandlyceum - Kansrijk VWO - havo/vwo,College De Meer - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Cygnus gymnasium - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Damstede - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Calandlyceum - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,De nieuwe Havo - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Hervormd Lyceum West - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Wellantcollege Sloten - vmbo-t,St. Nicolaaslyceum - v.a. havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Cornelius Haga Lyceum - v.a. havo,Spinoza Lyceum - Muziekplus - v.a. havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,IVKO - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Vossius Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza20first - v.a. vmbo-t,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Vox College - vwo,Hervormd Lyceum Zuid - v.a. havo,Vox College - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Clusius College - v.a. vmbo-b,Kiem Montessori - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Lumion - Kansrijk HAVO - vmbo-t/havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Cburg College - Kansrijk Kader - vmbo-b/k,Mundus College - vmbo-t,SvPO Amsterdam - vwo,De Amsterdamse MAVO - v.a. vmbo-t,Gerrit van der Veen College - vwo,Vinse School - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Havo de Hof - v.a. havo,Calandlyceum - vmbo-t,Calandlyceum - Kansrijk VWO - havo/vwo,College De Meer - v.a. vmbo-t,Vox College - v.a. havo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,IJburg College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vmbo-k,Berlage Lyceum - Tweetalig - vwo,Sweelinck College - v.a. vmbo-t,CSB - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Mundus College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Spinoza Lyceum - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,IJburg College - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Vox College - v.a. havo,Ignatiusgymnasium - vwo,Over-Y - havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Mediacollege Amsterdam - vmbo-k,Spinoza Lyceum - Muziekplus - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,DENISE - Denise TL - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Cartesius Lyceum - v.a. havo,Spinoza20first - v.a. vmbo-t,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Bredero Mavo - Tweetalig - v.a. vmbo-t,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Pieter Nieuwland College - v.a. havo,Spinoza Lyceum - Gymnasium - vwo,Bindelmeer College - v.a. vmbo-b,SvPO Amsterdam - Kansrijk VWO - havo/vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Pieter Nieuwland College - plus - vwo,Marcanti College - vmbo-k,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,DENISE - Denise Havo - v.a. havo,Cartesius Lyceum - v.a. havo,Barlaeus Gymnasium - vwo,Montessori Lyceum Oostpoort - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,St. Nicolaaslyceum - v.a. havo,Mediacollege Amsterdam - vmbo-k,Clusius College - v.a. vmbo-b,Geert Groote College - v.a. havo,Comenius Lyceum Amsterdam - vwo,Lumion - Kansrijk VWO - havo/vwo,Vox College - v.a. vmbo-b,Panta Rhei - v.a. vmbo-b,Zuiderlicht College - v.a. vmbo-b,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Hubertus & Berkhoff - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,SvPO Amsterdam - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Ignatiusgymnasium - vwo,Hervormd Lyceum Zuid - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Montessori Lyceum Amsterdam - v.a. havo,Comenius Lyceum Amsterdam - vwo,Wellantcollege Linnaeus - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Marcanti College - v.a. havo,Xplore - v.a. vmbo-t,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Cornelius Haga Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Vinse School - v.a. vmbo-t,CSB - Kansrijk HAVO - vmbo-t/havo,Zuiderlicht College - v.a. vmbo-b,Gerrit van der Veen College - vwo,Vox College - v.a. vmbo-b,Geert Groote College - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Montessori Lyceum Oostpoort - v.a. vmbo-b,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Vox College - Kansrijk VWO - havo/vwo,CSB - Kansrijk VWO - havo/vwo,Lumion - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Gerrit van der Veen College - v.a. havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Sweelinck College - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Ignatiusgymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo,Fons Vitae Lyceum - v.a. havo,Calandlyceum - Kansrijk VWO - havo/vwo,Mediacollege Amsterdam - vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
