Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
havo/vwo,Spinoza20first - v.a. vmbo-t,Clusius College - Kansrijk Kader - vmbo-b/k,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Wellantcollege Sloten - vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Geert Groote College - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Spinoza Lyceum - Gymnasium - vwo,Calandlyceum - LOOT - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Hervormd Lyceum West - v.a. havo,Calvijn College - v.a. vmbo-b,Montessori Lyceum Amsterdam - Gymnasium - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Pieter Nieuwland College - plus - vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Kiem Montessori - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Spinoza Lyceum - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Hyperion Lyceum - vwo,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Hervormd Lyceum Zuid - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Bredero Beroepscollege - v.a. vmbo-b,Calandlyceum - havo,Wellantcollege Sloten - v.a. vmbo-b,Barlaeus Gymnasium - vwo,Damstede - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Pieter Nieuwland College - v.a. havo,Berlage Lyceum - Tweetalig - vwo,DENISE - Denise VWO - vwo,Wellantcollege Sloten - vmbo-t,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Lumion - v.a. vmbo-t,Marcanti College - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Technasium - vwo,Calandlyceum - vmbo-t/havo,Cornelius Haga Lyceum - v.a. havo,IVKO - DAMU - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Pieter Nieuwland College - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - vwo,CSB - Kansrijk VWO - havo/vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - vwo,Spinoza Lyceum - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Vox College - Kansrijk HAVO - vmbo-t/havo,Damstede - vwo,Over-Y - havo,Comenius Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Cartesius Lyceum - vwo,Spinoza Lyceum - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,Barlaeus Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,De nieuwe Havo - v.a. havo,College De Meer - v.a. vmbo-b,Cburg College - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Kiem Montessori - v.a. vmbo-t,Lumion - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Huygens College - v.a. vmbo-b,Hervormd Lyceum Zuid - Universalis - vwo,Montessori Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Wellantcollege Sloten - vmbo-t,Metis Montessori Lyceum - Technasium vwo - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - LOOT - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Xplore - v.a. vmbo-t,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Calandlyceum - Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Montessori Lyceum Amsterdam - v.a. havo,Het 4e Gymnasium - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Vox College - Kansrijk VWO - havo/vwo,Mediacollege Amsterdam - vmbo-t,Vox College - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Havo de Hof - v.a. havo,Hervormd Lyceum Zuid - Universalis - vwo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Lumion - v.a. havo,Bindelmeer College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,SvPO Amsterdam - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Hervormd Lyceum Zuid - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Calandlyceum - vmbo-t,IVKO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Damstede - v.a. havo,DENISE - Denise TL - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Geert Groote College - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Geert Groote College - Kansrijk VWO - havo/vwo,Wellantcollege Linnaeus - v.a. vmbo-b,Fons Vitae Lyceum - vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Vox College - vwo,Barlaeus Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,SvPO Amsterdam - v.a. havo,Zuiderlicht College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Calandlyceum - vmbo-t/havo,Wellantcollege Linnaeus - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,IVKO - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,IJburg College - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Vox College - v.a. vmbo-b,Montessori Lyceum Amsterdam - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,College De Meer - v.a. vmbo-t,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - v.a. vmbo-t,Gerrit van der Veen College - v.a. havo,Ir. Lely Lyceum - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Lumion - v.a. havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Vossius Gymnasium - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Vinse School - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. havo,Mundus College - vmbo-k,Calandlyceum - Technasium - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Oostpoort - v.a. vmbo-b,Marcanti College - v.a. vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Damstede - v.a. havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Over-Y - havo,Geert Groote College - vwo,Vox College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Lumion - v.a. havo,Hyperion Lyceum - vwo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Alasca - v.a. havo,Cornelius Haga Lyceum - vwo,Montessori Lyceum Amsterdam - vwo,Hervormd Lyceum West - Tweetalig - vwo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Alasca - v.a. havo,Lumion - v.a. vmbo-t,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Spinoza Lyceum - Gymnasium - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Lumion - Kansrijk VWO - havo/vwo,IVKO - DAMU - v.a. vmbo-t,Vox College - v.a. havo,Vox College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Huygens College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Havo de Hof - v.a. havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Montessori Lyceum Amsterdam - v.a. havo,Mundus College - vmbo-k,Metis Montessori Lyceum - Technasium vwo - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Open Schoolgemeenschap Bijlmer - vwo,Alasca - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Montessori Lyceum Amsterdam - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Damstede - v.a. havo,Huygens College - v.a. vmbo-b,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Havo de Hof - v.a. havo,SvPO Amsterdam - vwo,Wellantcollege Linnaeus - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Spring High - v.a. vmbo-t,CSB - Kansrijk HAVO - vmbo-t/havo,Spinoza Lyceum - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Alasca - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Calandlyceum - havo,Vox College - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Lumion - v.a. havo,Hubertus & Berkhoff - v.a. vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Calandlyceum - vmbo-t,Spring High - v.a. vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,Het 4e Gymnasium - vwo,Calandlyceum - vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - v.a. havo,Cartesius Lyceum - vwo,Hervormd Lyceum West - Tweetalig - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Lumion - v.a. havo,De Amsterdamse MAVO - v.a. vmbo-t,Vox College - v.a. havo,Calvijn College - v.a. vmbo-b,Clusius College - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Spinoza Lyceum - v.a. havo,Clusius College - v.a. vmbo-b,Kiem Montessori - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,Damstede - vwo,Calandlyceum - Technasium - havo/vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Fons Vitae Lyceum - vwo,Bindelmeer College - v.a. vmbo-b,Lumion - vwo,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Lumion - v.a. havo,Spring High - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. havo,Spinoza Lyceum - v.a. vmbo-t,Zuiderlicht College - v.a. vmbo-b,Alasca - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Vox College - v.a. vmbo-b,Mundus College - vmbo-t,Barlaeus Gymnasium - vwo,Gerrit van der Veen College - vwo,SvPO Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,St. Nicolaaslyceum - v.a. havo,Lumion - v.a. vmbo-t,Kiem Montessori - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,Cornelius Haga Lyceum - vwo,Vox College - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Comenius Lyceum Amsterdam - v.a. havo,Cornelius Haga Lyceum - vwo,Geert Groote College - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,St. Nicolaaslyceum - v.a. havo,Hervormd Lyceum West - Tweetalig - vwo,Vox College - v.a. vmbo-t,Montessori Lyceum Amsterdam - Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Spinoza20first - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-t,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,IJburg College - v.a. vmbo-b,Calandlyceum - vwo,IVKO - v.a. vmbo-t,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,St. Nicolaaslyceum - v.a. havo,Lumion - Kansrijk VWO - havo/vwo,Damstede - vwo,Panta Rhei - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,CSB - v.a. vmbo-t,Gerrit van der Veen College - vwo,Vox College - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Hyperion Lyceum - vwo,Lumion - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Metis Montessori Lyceum - Technasium vwo - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Panta Rhei - v.a. vmbo-b,IVKO - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Cartesius Lyceum - vwo,Cygnus gymnasium - vwo,Hervormd Lyceum West - Tweetalig - vwo,Marcanti College - vmbo-k,Spinoza Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,De nieuwe Havo - v.a. havo,Vossius Gymnasium - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Alasca - v.a. havo,Cornelius Haga Lyceum - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,St. Nicolaaslyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Ir. Lely Lyceum - v.a. vmbo-t,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Gerrit van der Veen College - v.a. havo,Ignatiusgymnasium - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Barlaeus Gymnasium - vwo,Bredero Beroepscollege - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Panta Rhei - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Hervormd Lyceum Zuid - v.a. havo,Metis Montessori Lyceum - Technasium vwo - vwo,Mundus College - vmbo-t,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Cartesius Lyceum - v.a. havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Vox College - Kansrijk VWO - havo/vwo,Lumion - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - vwo,Fons Vitae Lyceum - vwo,Het Amsterdams Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Damstede - v.a. havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Marcanti College - vmbo-k,Open Schoolgemeenschap Bijlmer - vwo,Pieter Nieuwland College - vwo,Calandlyceum - Technasium - vwo,Calandlyceum - havo,Over-Y - v.a. vmbo-t,Marcanti College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Lumion - Kansrijk VWO - havo/vwo,Hubertus & Berkhoff - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Lumion - vwo,Spinoza Lyceum - v.a. vmbo-t,SvPO Amsterdam - vwo,Berlage Lyceum - Tweetalig - vwo,Alasca - v.a. havo,CSB - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Mundus College - v.a. vmbo-b,Hyperion Lyceum - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Cartesius Lyceum - v.a. havo,St. Nicolaaslyceum - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - v.a. havo,Over-Y - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Gerrit van der Veen College - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Calvijn College - Kansrijk Kader - vmbo-b/k,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - vwo,Cygnus gymnasium - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,St. Nicolaaslyceum - v.a. havo,Calandlyceum - vmbo-t,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - Universalis - vwo,Open Schoolgemeenschap Bijlmer - vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,CSB - v.a. vmbo-t,Marcanti College - vmbo-k,Geert Groote College - Kansrijk VWO - havo/vwo,Marcanti College - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - vwo,Havo de Hof - v.a. havo,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Ir. Lely Lyceum - v.a. vmbo-t,Huygens College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Kansrijk VWO - havo/vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Mundus College - v.a. vmbo-b,Havo de Hof - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Calvijn College - v.a. vmbo-b,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Spinoza Lyceum - v.a. havo,Geert Groote College - vwo,Ignatiusgymnasium - vwo,Spinoza Lyceum - Gymnasium - vwo,Bredero Mavo - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Spinoza Lyceum - Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Spring High - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Pieter Nieuwland College - v.a. havo,Calandlyceum - Technasium - vwo,IVKO - Kansrijk HAVO - vmbo-t/havo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Fons Vitae Lyceum - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,DENISE - Denise TL - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Spinoza Lyceum - v.a. vmbo-t,Ignatiusgymnasium - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,IJburg College - v.a. vmbo-b,IJburg College - v.a. vmbo-t,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Mundus College - vmbo-t,DENISE - Denise VWO - vwo,Cburg College - v.a. vmbo-b,De Amsterdamse MAVO - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Vox College - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Fons Vitae Lyceum - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Hubertus & Berkhoff - v.a. vmbo-b,Marcanti College - v.a. havo,Calandlyceum - vwo,Montessori Lyceum Amsterdam - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
havo/vwo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Vox College - v.a. vmbo-b,Geert Groote College - vwo,Spinoza Lyceum - vwo,Over-Y - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
